code,source_authority,geographic_identifier_nom
5220049,IOTC,IOTC_WEST
5220050,IOTC,IOTC_WEST
5220051,IOTC,IOTC_WEST
5220052,IOTC,IOTC_WEST
5220053,IOTC,IOTC_WEST
5220054,IOTC,IOTC_WEST
5220055,IOTC,IOTC_WEST
5220056,IOTC,IOTC_WEST
5220057,IOTC,IOTC_WEST
5220058,IOTC,IOTC_WEST
5220059,IOTC,IOTC_WEST
5220060,IOTC,IOTC_WEST
5220061,IOTC,IOTC_WEST
5220063,IOTC,IOTC_WEST
5220064,IOTC,IOTC_WEST
5220066,IOTC,IOTC_WEST
5220072,IOTC,IOTC_WEST
5220073,IOTC,IOTC_WEST
5220074,IOTC,IOTC_WEST
5220078,IOTC,IOTC_WEST
5221000,ICCAT,AT-SE
5221001,ICCAT,AT-SE
5221002,ICCAT,AT-SE
5221003,ICCAT,AT-SE
5221004,ICCAT,AT-SE
5221005,ICCAT,AT-SE
5221006,ICCAT,AT-SE
5221007,ICCAT,AT-SE
5221008,ICCAT,AT-SE
5221009,ICCAT,AT-SE
5221010,ICCAT,AT-SE
5221011,ICCAT,AT-SE
5221012,ICCAT,AT-SE
5221013,ICCAT,AT-SE
5221014,ICCAT,AT-SE
5221035,IOTC,IOTC_WEST
5221036,IOTC,IOTC_WEST
5221037,IOTC,IOTC_WEST
5221038,IOTC,IOTC_WEST
5221039,IOTC,IOTC_WEST
5221040,IOTC,IOTC_WEST
5221041,IOTC,IOTC_WEST
5221042,IOTC,IOTC_WEST
5221043,IOTC,IOTC_WEST
5221048,IOTC,IOTC_WEST
5221049,IOTC,IOTC_WEST
5221050,IOTC,IOTC_WEST
5221051,IOTC,IOTC_WEST
5221052,IOTC,IOTC_WEST
5221053,IOTC,IOTC_WEST
5221054,IOTC,IOTC_WEST
5221055,IOTC,IOTC_WEST
5221056,IOTC,IOTC_WEST
5221057,IOTC,IOTC_WEST
5221058,IOTC,IOTC_WEST
5221059,IOTC,IOTC_WEST
5221060,IOTC,IOTC_WEST
5221061,IOTC,IOTC_WEST
5221064,IOTC,IOTC_WEST
5221065,IOTC,IOTC_WEST
5221067,IOTC,IOTC_WEST
5221072,IOTC,IOTC_WEST
5221114,IOTC,IOTC_EAST
5222000,ICCAT,AT-SE
5222001,ICCAT,AT-SE
